149091853887	15277	9543
149048053181	17699	19216
148935653732	23663	9543
148935652530	23663	13802
148568845783	306	15029
148568845782	306	10
148568845782	306	11431
148568845749	306	10994
148568845673	306	17934
148568845673	306	17250
148551644771	19873	291
147789408805	14997	17250
146714991398	23496	291
146714991394	23496	12836
146714991394	23496	13660
146714991394	23496	16170
146714991394	23496	3053
146714991394	23496	13291
146504144229	11783	332
146441742109	23587	10858
146424141883	1918	391
146424141883	1918	3336
146424141883	1918	13185
146424141882	1918	20471
146424141882	1918	17268
146424141882	1918	20259
146424141882	1918	13660
146173924429	18384	15505
145842113540	15411	377
145298657021	21236	3336
145292855996	306	12198
145283254901	16997	18299
145196652470	21990	332
143055649384	4765	19517
142855646331	18811	22014
142659844272	9796	12198
142495240823	21274	8349
142484436154	20847	20259
142331636011	14997	15029
142331636011	14997	15029
141595797796	14290	236
141595797796	14290	7162
140216779041	21550	19624
140120977397	10187	8053
139575962732	17654	13566
139563362077	10605	10
139443760154	7106	10
139342753665	14852	16454
139342753665	15321	16454
139179549970	10582	11420
139159747466	20151	22802
139135746676	11219	16170
138888936509	20092	11386
138786335103	20890	10
138474727016	17771	12836
138474727014	17771	8097
138474727014	17771	15205
138402122871	15545	9745
138380922618	14997	12836
138362922292	18065	9115
138362922292	18065	9115
138362922291	18065	9115
138362922291	18065	9115
137929917033	22895	277
137929917033	22895	22014
137863116083	6326	11447
137422506303	8107	3053
137422506303	8107	11257
137351895836	14917	3195
137351895812	14917	3195
137351895810	14917	16674
137351895810	14917	15029
136555870765	4559	291
136552670680	3114	291
136552670679	3114	291
136552670679	3114	6045
136114066570	23587	11386
136114066560	23587	6278
136114066545	23587	493
136083665035	10939	11503
135878648840	22144	9543
135878648840	16736	9543
135850449386	21990	19624
135738848019	2586	10858
135146827090	21990	13291
135104026651	14404	11432
135104026651	22102	15765
135104026650	22102	15765
134880419338	20343	12198
134830618221	17361	20471
134798818066	1312	6045
134798818066	1312	10095
134798818066	1312	10095
134798818066	1312	6045
134784817657	15411	12198
134784817657	15411	12198
134784817657	15411	12198
134784817657	15411	18283
134784817657	15411	3851
134378616314	17412	9567
134376016308	22853	22014
134201614417	13946	11141
134096812162	17699	6151
134096812162	17699	167
134096812162	17699	16104
134096812161	17699	16104
134057411898	11328	10
134051610654	11516	23091
134035203755	13059	291
133214801319	16809	3336
133214801319	10743	3336
133212401267	9377	16454
133212401267	9377	16454
133212401267	9377	16454
133205401208	4765	236
133205401179	3108	236
133186201074	19219	16454
133186201074	19110	16454
133041398808	21560	15029
133017153266	10124	17762
132255744239	21417	493
132255744239	21417	493
132255744239	21417	493
131787191610	3689	15593
131450756518	9071	13566
131379553174	19873	2672
131379553157	19873	19532
131379553155	19873	548
130922140898	4548	8349
130865940435	6928	19123
130865940435	6928	17762
130755306027	16736	9115
130720905115	19873	332
130720905115	19873	332
130668304723	1312	10724
130550702846	5587	6151
130477501302	1264	3195
130477501301	1264	3195
130477501301	1264	3195
130477501301	1264	3195
130477501298	1264	13298
130477501298	1264	11257
130477501298	1264	18811
130477501290	1264	15029
130477501286	1264	9543
130477501285	1264	9543
130477501275	1264	13291
130354896543	13778	10724
130039686112	7934	19532
129639011154	13778	291
129384603321	13089	11503
129247174173	10939	3851
129247174165	11197	291
129128570856	23496	291
129107570663	21550	9543
129107570660	21550	21782
129107570649	21550	11386
129107570645	21550	12836
128532969627	9708	10858
128532969586	9708	10095
128532969586	9708	11837
128511969405	13638	17772
128511969400	881	167
128086550850	9940	18299
127585946338	21990	493
127585946303	21990	548
127585946290	21990	1064
127585946284	21990	9543
127585946276	21990	17619
127012328196	14917	19676
126996927508	22831	16454
126996927508	22831	6278
126996927504	22831	1445
126996927504	22831	301
126996927504	22831	21640
126996927504	22831	11447
126996927504	22831	19532
126996927504	22831	10095
126996927501	22831	11386
126996927501	22831	11432
126996927501	22831	11447
126996927501	22831	9327
126996927501	22831	236
126996927501	22831	9057
126996927498	22831	3851
126996927498	22831	18096
126996927496	22831	493
126996927494	22831	9543
126996927494	22831	1445
126996927490	22831	11770
126996927490	22831	12578
126996927490	22831	20471
126996927486	22831	12198
126996327471	15545	8097
126902126670	13140	17250
126882921028	7106	6538
126593487551	21580	3195
126593487551	14880	3195
126593487551	22030	3195
126430071085	17751	301
126430071085	17751	8097
126430071085	6833	332
125929051235	11732	9543
125770247944	155	22800
125325843978	22485	12836
124880034746	4455	12198
124738434337	4207	5035
124738434337	13829	3053
124738434337	17753	3053
124501826441	20549	332
124501826441	20549	332
124488226421	17455	16674
124471626285	21990	10095
124404772896	17699	21782
124404772896	17699	21333
124393172824	21990	20811
124393172824	21990	236
124007168027	22680	13185
123833164916	16681	19051
123586550607	16678	291
123586550607	16678	291
123468742519	21990	21080
123468742519	21990	470
123468742518	21990	493
123468742518	21990	1307
123468742514	21990	11447
123468742507	21990	236
123468742489	21990	8097
123468742489	21990	377
123468742488	21990	470
123468742483	21990	9543
123454543023	21990	12836
123454542894	21990	12836
123454542892	21990	10994
123454542884	21990	11431
123454542842	21990	21110
123454542836	21990	9543
123454542798	21990	17934
123454542794	21990	13185
123454542785	21990	236
123454542768	21990	21666
123454542768	21990	21666
123454542763	21990	13291
123454542351	21990	1307
123430126399	21833	11770
123415264095	1161	332
123415264095	1161	332
123415264094	1161	332
123415264094	1161	332
122920598331	7106	16886
122412194394	11249	22435
122354988078	18238	21681
122354988078	12684	23329
122354988070	18238	548
122354988062	12684	15029
122354988062	12684	11402
122354988057	12684	23329
122354988057	12684	9115
122354987999	12684	13660
122354987948	12684	23253
122315587591	12684	11432
122315587591	12684	19532
122226186867	21990	11447
122226186867	21990	13131
122226186867	18484	9543
121979954323	22526	19001
121970328475	22526	17706
121962899103	22183	22014
121962898747	21894	21782
121934648025	21990	10994
121714214329	15047	5450
121224970962	13638	12198
120857566737	8290	5196
120697561186	21274	18283
120536360942	16862	10095
120536360938	16862	11446
120536360899	16862	9543
120536360899	16862	11012
120536360853	16862	23135
120536360853	16862	548
120243952177	15307	15029
120243951801	15307	332
120243951740	15307	12836
120178733253	16067	10858
119956905383	23084	332
119956905343	23084	13291
119956905324	23084	12
119956905296	23084	1307
119956905296	23084	10095
119956905263	23084	20259
119956905263	23084	493
119956905263	23084	9543
119956905263	4765	11446
119956905263	23084	1445
119956905263	23084	11446
119956905263	23084	291
119956905263	23084	18216
119956905263	23084	10994
119956905263	22144	12836
119956905263	23084	10994
119956905255	23084	20471
119956905244	23084	5450
119956905244	23084	9567
119943104977	21990	11447
119943104754	21990	3053
119943104676	21990	9543
119943104676	21990	16802
119943104676	21990	21080
119732102455	21040	15204
119732102455	8633	11012
119665501986	2536	17375
119662901983	11219	301
119662901983	11219	7002
119600298781	11783	6912
119600095199	20151	15029
119600095196	20151	236
119230873340	894	9745
119230873340	894	291
119025266544	16935	19001
119025266392	16935	11503
118953864418	13638	9543
118953864417	13638	377
118914064130	20827	9543
118855864043	12247	13566
118715661642	11352	19624
118715661642	11352	17560
118645861036	16066	21916
118067629625	19873	9567
117774228218	14880	21782
117662024896	15307	9543
117554415916	2040	8349
116957175637	15642	16406
116758575444	11725	674
115156169094	17699	21681
115156169094	17699	16435
115156169094	17699	10994
115156169094	17699	12578
115156169094	17699	9413
115156169094	17699	8349
115156169094	17699	16674
115156169094	17699	13185
115156169093	17699	13185
115156169093	17699	16674
115156169093	17699	8349
115156169093	17699	9413
115156169093	17699	12578
115156169093	17699	10994
115156169093	17699	12578
115156169093	17699	16435
115156169093	17699	21681
115156169093	17699	21681
115044389837	22121	16069
115014840857	21954	10994
114987968390	18059	12836
114831564190	21857	16802
114772363580	17654	236
114528343246	21990	13185
114511942871	11818	22014
114157338358	23340	9543
114157338358	23340	12578
114157338341	23340	19532
114157338335	23340	17986
114157338283	23340	11770
114157338281	23340	5450
114157338276	23340	17772
114106134727	11341	291
114094134778	21990	291
114094134778	21990	11503
114094134739	21990	3053
113716731320	21990	12836
113513927211	17699	11402
113513927211	17699	10095
113513927210	17699	10095
113513927210	17699	11402
113458726897	306	19216
113235726144	22612	17934
113235726143	22612	13185
112946121800	15507	17934
112764719221	17654	13050
112390914284	21990	2842
112384713271	21331	19624
111886892835	22663	493
111817086475	20631	9745
111809686454	13946	19676
111519078307	17794	9543
111519078307	17794	7002
111169476167	22202	19532
111138475434	22202	10994
110563640787	163	9543
110345037167	9632	11770
110345037167	4559	11431
110345037165	4207	548
110344237367	21990	20471
110344237298	21990	470
110344237290	21990	13802
110344237269	21990	16454
110344237216	21990	12198
110344237216	21990	12198
110344237216	21990	12198
109930604925	22472	3053
109478390249	22121	12836
